"Related Products","Related Products",module,MageBig_WidgetPlus
"Up-Sell Products","Up-Sell Products",module,MageBig_WidgetPlus
"Random Products","Random Products",module,MageBig_WidgetPlus
"Add New Block","Add New Block",module,MageBig_WidgetPlus
"Export to:","Export to:",module,MageBig_WidgetPlus
"records found","records found",module,MageBig_WidgetPlus
selected,selected,module,MageBig_WidgetPlus
"per page","per page",module,MageBig_WidgetPlus
"Previous page","Previous page",module,MageBig_WidgetPlus
"of %1","of %1",module,MageBig_WidgetPlus
"Next page","Next page",module,MageBig_WidgetPlus
"Open Chooser","Open Chooser",module,MageBig_WidgetPlus
Apply,Apply,module,MageBig_WidgetPlus
Clean,Clean,module,MageBig_WidgetPlus
"Add to Cart","Add to Cart",module,MageBig_WidgetPlus
"In stock","In stock",module,MageBig_WidgetPlus
"Out of stock","Out of stock",module,MageBig_WidgetPlus
"Add to Wishlist","Add to Wishlist",module,MageBig_WidgetPlus
"Add to Compare","Add to Compare",module,MageBig_WidgetPlus
"Sold: ","Sold: ",module,MageBig_WidgetPlus
Status:,Status:,module,MageBig_WidgetPlus
"Expires in","Expires in",module,MageBig_WidgetPlus
Sold,Sold,module,MageBig_WidgetPlus
Days,Days,module,MageBig_WidgetPlus
Hours,Hours,module,MageBig_WidgetPlus
Mins,Mins,module,MageBig_WidgetPlus
Secs,Secs,module,MageBig_WidgetPlus
Day,Day,module,MageBig_WidgetPlus
Hour,Hour,module,MageBig_WidgetPlus
Min,Min,module,MageBig_WidgetPlus
Sec,Sec,module,MageBig_WidgetPlus
"Allowed Filetype","Allowed Filetype",module,MageBig_WysiwygFiles
No,No,module,MagePal_Core
"Get the latest updates","Get the latest updates",module,MagePal_Core
"Up-to-Date Extensions","Up-to-Date Extensions",module,MagePal_Core
"Not Installed","Not Installed",module,MagePal_Core
Unknown,Unknown,module,MagePal_DataLayer
Unknown,Unknown,module,MagePal_EnhancedEcommerce
"Out of stock","Out of stock",module,MagePal_EnhancedEcommerce
"You need to choose options for your item.","You need to choose options for your item.",module,MagePal_EnhancedEcommerce
"Out of stock","Out of stock",module,MagePal_GoogleAnalytics4
"You need to choose options for your item.","You need to choose options for your item.",module,MagePal_GoogleAnalytics4
"You can only buy this product in increments of","You can only buy this product in increments of",module,MagePal_GoogleAnalytics4
Unknown,Unknown,module,MagePal_GoogleTagManager
"Option Value (XS/Black)","Option Value (XS/Black)",module,MagePal_GoogleTagManager
"Option Name : Option Value (Size : XS / Color : Black)","Option Name : Option Value (Size : XS / Color : Black)",module,MagePal_GoogleTagManager
"Use Magento Cookie Restriction Mode","Use Magento Cookie Restriction Mode",module,MagePal_GoogleTagManager
"Enable Google Analytics Tracking if Cookie Exist","Enable Google Analytics Tracking if Cookie Exist",module,MagePal_GoogleTagManager
"Disable Google Analytics Tracking if Cookie Exist","Disable Google Analytics Tracking if Cookie Exist",module,MagePal_GoogleTagManager
"Admin User Guide Configuration","Admin User Guide Configuration",module,Magefan_AdminUserGuide
title,title,module,Magefan_AdminUserGuide
"Add With AI","Add With AI",module,Magefan_Blog
Category,Category,module,Magefan_Blog
"Add New Category","Add New Category",module,Magefan_Blog
"Import Categories","Import Categories",module,Magefan_Blog
